FullName,Email,Phone,Address,JobTitle,DateOfBirth,Age,Gender,Marriage,Children,FamilySize,Education,Income,HouseOwn,CarOwn,CallsNum,CallsMinutes,SmsSent,SmsVar,Periodicity,SlopeCalls,MobilityClusters,SocialStability,SocialExposure,SocialQuality,MobileMoneyTx,AirtimeTopups,NumFinancialAppsInstalled,NumFinancialAppsUsed,SMSTx_P2P_Count_30d,SMSTx_BillPay_Count_30d,SMSTx_Merchant_Count_30d,SMSTx_Amt_Mean_30d,SMSTx_Amt_CV_30d,SMSTx_OnTimeBillPay_Rate,SMSTx_NightShare,SM_Platforms_Installed,SM_MinutesPerDay,SM_PostsPerWeek,SM_NightUsageShare,SM_Sentiment_Polarity,Apps_TotalInstalled,Apps_SessionsPerDay,Apps_ForegroundMinPerDay,Apps_BackgroundMBPerDay,Apps_Time_ProductivityMin,Apps_Time_GamingMin,Apps_Time_FinanceMin,Apps_ChurnRate_30d,Apps_RiskyCount
Caitlin Espinoza,creilly@gmail.com,9303160336,"719 Lee Stravenue, Lake Joshua, NH 31477",Geophysicist/field seismologist,25-04-2001,23,Female,Married,2,3,Secondary,4288,1,1,63,16,31,0.01,0.63,2.06,6,0.54,0.02,0.91,6,2,3,1,1,3,1,24.88,1.96,1,0.04,5,24,5,0.24,-0.03,27,29,458,0,75,33,17,0.22,5
Sarah Lozano,amywallace@hotmail.com,(465)588-3747x547,"12406 Black River, East Kristin, CO 12426",Sports administrator,13-11-2006,18,Female,Married,1,3,Tertiary,2523,0,1,64,28,41,-0.39,1.14,1.69,3,1,0.76,0.85,5,4,0,0,3,4,1,31.56,0.56,0.94,0.31,3,105,4,0,0.21,48,15,272,101,29,82,0,0.24,1
Billy Ayala,christinarobinson@gmail.com,+1-232-841-7923x1375,"8785 Jenkins Stravenue, Arroyoside, MN 45687",Psychiatrist,14-07-1998,26,Male,Married,2,4,Primary,2122,1,0,50,108,49,0.03,1.77,1.96,2,0.04,0.56,0.83,5,5,3,0,4,3,1,22.61,0.48,0.72,0.16,0,163,9,0.18,0.03,27,20,228,243.8,72,29,0,0.13,3
Melanie Johnson,harrisrobert@hotmail.com,+1-798-742-2810x50221,"94672 Jeremiah Well Apt. 914, Smithbury, CA 47940",Marine scientist,17-06-1980,44,Male,Married,1,2,Tertiary,1816,1,0,6,5,8,-0.25,-0.29,0.46,2,0.28,0.07,0.93,2,2,0,1,7,4,4,23.94,1.18,1,0.03,0,166,8,0.1,-0.03,43,27,138,296,39,51,13,0.21,4
Meredith Holt,spencerholloway@yahoo.com,(470)942-3822,"96770 Tamara Ranch Apt. 551, East Raymondton, TN 65635",Heritage manager,20-04-1986,38,Male,Single,0,2,Primary,3588,1,0,20,81,36,-0.77,-0.66,0.84,4,0.66,0.39,0.64,7,4,1,2,2,2,2,76.96,0.57,0.69,0.17,1,119,1,0.25,0.58,42,61,95,74.9,3,4,41,0.09,0
Melissa Brown,warepaul@hotmail.com,001-852-913-7763,"619 Tony Light, Lake Nathanside, FL 14708",Speech and language therapist,22-01-1999,25,Male,Married,2,3,Secondary,3511,0,0,71,9,64,-0.01,-0.39,-0.42,3,0.73,0.79,0.13,0,5,2,1,2,5,1,23.09,0.84,0.92,0.08,0,156,9,0.36,-0.04,64,22,292,250.7,52,48,22,0.13,1
Joseph Peters,krystal16@hotmail.com,4919100994,"1254 Omar Parks, Rosshaven, MD 32727",Orthoptist,23-07-1990,34,Female,Single,1,2,Primary,4276,0,1,13,28,20,1.71,0.18,0.33,6,0.01,0.59,0.3,4,3,2,0,0,5,3,39.83,0.71,0.71,0.27,5,24,4,0.17,-0.19,14,24,298,247.4,44,105,25,0.09,0
Terry Martinez,tsmith@gmail.com,7089620447,"297 Jessica Port Apt. 600, East Malloryton, CA 39458",Chiropractor,24-09-1989,35,Female,Married,1,3,Secondary,3166,1,0,36,47,48,1.19,-2.6,0.64,4,0.88,0.09,0.22,3,1,3,1,3,2,5,30.16,0.66,0.83,0.25,5,74,0,0.05,0.42,14,38,125,46,26,0,50,0.06,0
Joshua Wright,paulrobinson@hotmail.com,001-418-840-0508x9883,"86937 Kimberly Street Apt. 212, Hudsonville, NJ 51406",Building control surveyor,10-09-1994,30,Male,Married,2,3,Secondary,1936,1,1,11,38,3,-1.23,0.27,0.68,7,0.08,0.71,0.57,4,3,0,0,4,5,1,26.09,0.35,0.66,0.14,5,3,11,0,-0.53,38,28,239,172.4,32,0,42,0.04,3
Stephen Soto,crobinson@yahoo.com,297-242-3567,"12589 William Street Apt. 027, Henryville, SD 20780","Psychologist, clinical",29-07-1999,25,Female,Single,2,4,Tertiary,1538,0,0,41,78,22,0.14,2.11,-0.83,3,0.35,0.33,0.33,6,4,2,0,2,7,2,19.06,1.26,0.62,0.09,5,12,11,0.02,-0.22,62,15,212,310.4,15,3,31,0.01,1
Anthony Guerrero,taylorsusan@yahoo.com,555-936-4074x6909,"667 Johnson Harbor, Jonesmouth, WY 59288",Research scientist (life sciences),08-05-1991,33,Female,Single,1,3,Secondary,2835,0,0,1,46,4,-0.25,-2.43,0.54,4,0.95,0.41,0.11,4,2,2,2,3,7,0,58.85,0.49,1,0,3,45,4,0,-0.12,24,9,199,352.4,36,67,10,0.14,1
Rhonda Davis,paullee@yahoo.com,866-387-5728x1460,"7063 Lori Brook, New Anthonyburgh, AL 95021","Copywriter, advertising",09-08-1982,42,Female,Married,2,3,Tertiary,2256,0,1,32,156,11,-1.08,-0.33,0.59,8,0.44,0.03,0.81,10,2,4,3,4,2,0,48.52,0.65,0.87,0.19,3,162,0,0,-0.5,38,21,122,166.3,43,0,13,0.18,1
Chad Hinton,gonzalezdeborah@gmail.com,589.741.6991,"5977 Mitchell Drive Apt. 316, Lake Steven, NY 37797",Theatre director,27-10-1989,35,Female,Married,1,3,Secondary,4365,1,0,4,53,93,0.26,-0.58,0.46,3,0.92,0.17,0.88,6,4,1,1,2,5,1,52.21,1.24,0.85,0.06,0,99,8,0.03,-0.17,67,23,133,47.1,49,11,0,0.12,1
Chelsea Delgado,grace87@hotmail.com,+1-274-761-1235x678,"246 Schneider Summit Apt. 265, Madisonton, DC 25072","Psychologist, prison and probation services",20-07-1982,42,Male,Married,1,2,Secondary,5207,0,1,3,48,67,-0.76,-0.93,-0.55,4,0.09,0.78,0.72,8,6,0,0,4,0,2,17.49,0.58,0.66,0.27,5,126,10,0.33,0.12,37,2,30,280.7,37,9,42,0,1
Johnathan Sanders,russelljamie@gmail.com,902-940-9809,"6562 Mason Union, New Lucas, ID 38437",Intelligence analyst,12-12-1970,54,Male,Married,2,3,Secondary,1185,0,1,8,43,91,-0.65,1.04,-0.5,4,0.82,0.05,0.51,7,3,2,0,4,9,1,13.73,0.78,0.9,0.06,3,156,7,0.26,0.15,28,44,183,113.5,99,61,1,0.12,1
Howard Simpson,barkerdan@gmail.com,(472)440-9653x7195,"8396 Sanchez Unions, Lake Robert, FM 30570",Systems developer,25-10-1979,45,Male,Single,1,3,Secondary,2232,0,1,0,58,45,1.4,1.19,1.84,3,0.61,0.45,0.33,5,2,1,2,6,1,1,28.2,0.49,0.74,0.15,0,110,5,0.28,-0.03,36,37,269,135.2,78,0,0,0.05,0
Kenneth Ward,vrios@yahoo.com,9952961519,"Unit 3058 Box 5015, DPO AP 29023",Operational researcher,04-09-1977,47,Male,Married,1,2,Primary,5166,0,0,24,108,51,1.43,0.5,1.72,8,0.08,0.45,0.07,7,4,5,2,2,2,2,91.23,0.81,0.74,0.15,4,184,8,0.33,0.06,33,9,103,168.8,49,84,78,0.23,0
Latoya Perry,gonzalezdwayne@hotmail.com,(962)552-8842,"1281 Jensen Wells, Lake Tracey, DC 31165",Industrial/product designer,14-05-1997,27,Male,Married,1,2,Secondary,2713,1,0,60,43,78,-0.87,-0.67,-1.12,6,0.15,0.76,0.2,4,3,1,0,0,1,1,31.24,0.91,0.77,0.07,5,225,5,0.08,0.33,35,45,395,162.1,53,67,1,0.29,1
Julia Kline,ginamartin@gmail.com,001-698-509-3759x0098,"11864 Gregory Islands Apt. 990, Stephensonmouth, IL 52831",Mudlogger,14-01-1969,55,Female,Married,0,2,Secondary,2284,0,0,7,49,0,-1.71,-1.26,-1.31,5,0.83,0.59,0.58,1,2,1,0,7,6,3,52.19,0.82,0.83,0.03,2,125,13,0.27,0.1,16,32,139,29.6,60,20,60,0.09,2
William Daugherty,sbeltran@yahoo.com,(579)626-3945x08809,"789 Lara Ranch, East Anthony, CA 83080",Aeronautical engineer,26-08-1989,35,Male,Married,0,1,Tertiary,1801,1,0,41,49,37,-0.41,-2.28,0.24,4,0.84,0.45,0.6,1,3,2,1,4,6,4,55.17,0.05,0.69,0.1,4,0,9,0.32,-0.19,70,42,216,166.5,56,70,10,0.24,0
Dr. Kayla Davenport,aparrish@gmail.com,(727)559-6090x36188,"3985 Ortiz Haven, Markton, GA 65809","Engineer, petroleum",11-06-1985,39,Male,Single,3,4,Secondary,1840,0,0,13,2,34,0.28,-1.85,0.73,4,0.63,0.48,0.47,7,8,1,0,5,2,1,39.95,0.49,0.76,0,4,40,16,0,0.18,70,55,287,291,0,12,36,0,0
Kelly Anderson,fchavez@yahoo.com,001-663-789-4763x9972,"54082 Davis Avenue Apt. 432, South Edwardmouth, WI 44458",Emergency planning/management officer,16-02-2006,18,Male,Single,1,2,Secondary,1856,0,0,50,109,78,-2.35,0.47,-0.24,3,0.43,0.78,0.21,1,3,0,0,1,2,1,16.13,0.17,0.9,0.17,0,175,6,0.3,0.57,87,27,167,68.3,39,24,75,0,0
Crystal Shea,patrickhill@yahoo.com,001-601-879-3737x9399,"067 Jesse Lakes Suite 111, Piercetown, ME 41350",Audiological scientist,27-01-1997,27,Male,Married,2,3,Tertiary,4654,0,0,12,51,51,-1.17,1.45,0.16,1,0.13,0.56,0.39,3,3,2,2,2,1,2,58.88,0.76,0.88,0,5,168,5,0.23,0.46,44,41,80,180.3,16,29,0,0.11,1
Bradley Silva,jason19@gmail.com,+1-779-951-7511x71626,"508 Sweeney Branch Apt. 065, Sheilaview, AZ 96093",Minerals surveyor,23-01-1987,37,Male,Married,1,2,Primary,2501,1,0,37,109,65,0.6,0.78,-0.21,5,0.97,0.19,0.67,7,5,4,3,7,3,5,98.12,0.95,0.79,0.18,0,34,1,0.29,0.05,43,5,41,0,74,78,23,0.07,1
Dana Jones,chavezlindsey@hotmail.com,(797)736-9225x4793,"839 White Plaza Apt. 489, Lisatown, WI 98012",Clothing/textile technologist,23-09-2000,24,Male,Single,1,3,Secondary,1422,0,1,39,6,55,0.96,-0.1,-1.1,5,0.05,0.95,0.78,2,3,4,3,2,3,2,22.57,0.74,0.94,0.23,3,124,0,0.12,0.1,67,25,153,137.7,90,50,32,0.23,1
Teresa Hill,sphillips@hotmail.com,(449)370-2718,"7917 Robinson Manors, Wilsonport, TX 63130",Production manager,21-09-1994,30,Male,Married,1,3,Tertiary,2482,1,0,39,29,8,-0.44,-0.22,0.12,3,0.5,0.59,0.51,6,4,3,0,7,6,2,29.06,0.87,0.94,0.14,0,23,4,0.17,-0.29,30,45,0,0,21,91,71,0,0
Penny Richardson,jonathan85@hotmail.com,347.331.8966,"0337 Richard Keys Apt. 696, Port Marcus, MA 94599","Scientist, audiological",20-07-1996,28,Male,Single,1,3,Primary,4996,1,1,55,17,7,-0.46,-2.61,-0.08,3,0.55,0.28,0.5,9,4,3,0,1,0,1,24.25,0.49,0.92,0.16,2,159,4,0.46,-0.23,15,19,297,495.3,32,0,0,0.2,3
Zachary Barr,connie36@hotmail.com,(587)390-0425x89228,"57377 Kelly Lane, Lake Rhondamouth, AL 05864",Chartered accountant,15-10-1971,53,Male,Single,0,2,Secondary,1614,0,1,41,5,76,2.11,-0.53,-2.16,1,0.95,0.01,0.85,4,4,2,1,3,7,1,25.14,1.28,0.8,0.17,4,97,1,0.39,0.37,34,36,220,148.9,29,0,48,0.08,6
Angela Cole,michael38@gmail.com,9173816697,"613 Thomas Drive Suite 661, Hernandezview, IN 94489","Accountant, chartered management",14-10-1995,29,Male,Single,1,3,Tertiary,2810,0,0,51,7,96,1.58,-0.92,0.76,5,0.56,0.38,0.33,8,1,1,0,2,6,2,13.17,0.48,0.43,0.24,5,151,0,0.14,0.95,57,0,266,305.2,52,56,52,0.15,5
Dr. Seth Singh,rbush@gmail.com,+1-300-667-9891x82482,"0244 Campbell Extensions Apt. 743, Vanessaberg, IL 90335",Health and safety adviser,29-01-2001,23,Female,Married,2,3,Secondary,7975,0,1,43,110,12,0.49,-1.04,-0.15,3,0.48,0.03,0.54,8,3,3,0,3,1,4,15.05,0.64,0.69,0.19,2,48,1,0.2,-0.5,44,16,189,210.9,28,11,12,0.23,4
Emily Drake,dennisgreen@gmail.com,(587)315-5467x93045,"PSC 6536, Box 5530, APO AP 84133",Health physicist,28-03-1984,40,Female,Married,2,3,Primary,1969,0,0,47,14,31,-1.11,0.29,1.83,5,0.82,0.02,1,4,4,1,0,2,6,1,34.45,1.66,0.91,0.19,4,61,4,0.05,0.44,40,32,236,181.6,13,0,0,0.3,3
Steven Donaldson,jeremiah59@hotmail.com,(720)253-4905,"9227 Joy Roads Apt. 881, Christopherchester, SC 81491",Fitness centre manager,06-07-2000,24,Female,Single,2,4,Secondary,2401,0,0,23,45,23,0.56,-0.94,-0.38,4,0.62,0.67,0.6,5,9,0,0,1,2,5,53.66,0.42,1,0.08,2,115,16,0.36,0.16,64,51,221,231,69,0,10,0.29,5
Regina Hall,denise15@gmail.com,(448)730-3118x45269,"26569 Moore Street Suite 818, Oconnorside, MP 27978",Secretary/administrator,23-09-1976,48,Female,Single,5,6,Primary,3281,0,0,3,35,6,-1.88,-0.62,0.01,5,0.13,0.11,0.11,5,3,2,2,1,3,4,23.71,0.82,0.84,0.08,0,135,2,0.09,0.22,12,21,227,268.2,57,68,42,0.15,1
Steven Cruz,eriktodd@yahoo.com,966.396.6998x65425,"USNS Salas, FPO AE 47962","Designer, multimedia",07-10-2001,23,Female,Married,0,2,Secondary,2180,0,1,12,49,15,0.81,-0.19,-0.27,4,0.01,0.53,0.21,5,2,0,1,3,5,4,48.82,0.84,0.83,0.05,5,64,10,0.08,-0.01,33,14,159,219.7,48,46,0,0.18,2
Richard Taylor,dawn60@hotmail.com,+1-288-947-3804x427,"9278 Glover Green, New Jeremy, NC 98896",Graphic designer,21-12-1986,38,Female,Divorced,0,2,Secondary,7276,0,1,8,13,48,-1.89,-0.1,0.93,5,0.56,0.14,0.63,4,5,0,2,1,2,2,22.79,0.56,0.77,0.1,4,95,10,0.07,0.07,50,21,374,118.5,51,99,41,0.34,2
Wendy Summers,lindseybarton@yahoo.com,-9837,"984 Mario Ridge Apt. 622, Tonyaton, FL 82890",Software engineer,19-08-1999,25,Male,Married,0,1,Secondary,1983,0,0,45,82,12,1.93,0.71,-0.83,4,0.18,0.03,0.42,3,2,1,3,4,0,7,12.6,0.97,0.82,0.07,4,74,14,0.04,0.51,67,3,80,3.9,58,20,3,0.17,1
Richard Espinoza,oallison@yahoo.com,001-756-306-4373,"569 Henderson Meadow, Alexandraport, NY 36234",Armed forces technical officer,22-04-1987,37,Male,Single,3,4,Primary,3794,0,0,25,61,0,-0.94,-1.09,-2,3,0.74,0.67,0.64,7,3,6,0,0,0,1,34.51,0.58,0.59,0.08,5,1,5,0.23,-0.42,38,39,69,321.8,46,111,56,0.31,5
Kristen Fleming,tdonovan@yahoo.com,-9320,"USS Douglas, FPO AP 18159","Engineer, drilling",27-07-1978,46,Female,Married,3,4,Tertiary,1818,1,1,2,20,51,-0.47,-0.86,1.12,4,0.13,0.2,0.88,6,4,1,1,3,7,2,25,0.59,0.55,0.16,0,0,0,0.26,-0.12,73,30,73,247.1,54,0,24,0.27,0
Amber Romero,branchpeter@hotmail.com,625.240.7876x767,"263 Lisa Trace Suite 259, East Andrew, AL 94281",Hotel manager,16-08-1995,29,Male,Single,0,2,Primary,7873,0,0,23,19,1,-0.08,-1.25,-0.65,5,0.46,0.78,0.43,12,4,0,1,7,5,0,25.57,1.8,0.94,0.17,4,141,4,0.2,0.16,65,27,262,0,70,23,0,0.19,3
Sarah Valentine,briggssamuel@gmail.com,510-287-7551x437,"51060 Garcia Lodge Apt. 678, Port John, GU 72671",Land,14-01-1971,53,Male,Single,1,2,Tertiary,2755,1,0,10,8,30,-0.83,-0.49,0.3,4,0.06,0.54,0.88,6,4,0,0,3,6,4,62.46,0.81,0.66,0.16,1,73,0,0,-0.54,36,20,52,346.7,63,0,11,0.2,2
Amanda Jenkins,roy10@yahoo.com,684.771.5553x77844,"3023 Courtney Throughway, East Karenchester, PR 62836",Control and instrumentation engineer,16-10-1971,53,Female,Single,2,4,Primary,3011,0,0,15,67,37,0.09,0.78,0.77,5,0.16,0.16,0.14,5,3,1,1,1,6,3,29.38,0.2,0.7,0.01,0,151,2,0.29,0.65,51,0,0,0,99,55,43,0.19,1
Marvin Padilla,wyattkathryn@yahoo.com,(902)964-0208,"230 Matthew Row, Bryantport, NM 64623",Translator,30-01-1990,34,Male,Divorced,0,1,Secondary,5192,1,1,20,60,61,-1.57,-1.1,0.35,6,0.46,0.45,0.99,9,6,1,1,2,8,2,97.4,0.99,0.85,0.17,0,39,5,0.3,-0.33,44,27,309,14.4,43,48,0,0.24,2
Mr. Peter Fernandez,tiffanyrodriguez@yahoo.com,334.405.2494x23878,"9855 Tiffany Trail, Gilbertchester, CA 29876",Investment analyst,05-08-1986,38,Male,Married,2,4,Primary,1408,0,0,35,90,48,-0.44,-0.34,-0.79,7,0.95,0.73,0.91,7,5,1,0,4,5,0,20.76,0.36,0.53,0.11,2,94,12,0.21,0.21,41,3,186,213.7,72,38,0,0.12,6
Michael Andersen,richard25@hotmail.com,746.502.0504,"6832 Gonzalez Ville, Phillipsburgh, FL 11560",Conference centre manager,23-08-1998,26,Male,Married,3,4,Secondary,1687,0,0,34,5,18,0.66,-1.16,-0.8,5,0.67,0.72,0.69,1,6,2,2,3,8,2,43.3,1.26,0.81,0.15,0,0,4,0.32,-0.02,66,25,46,100.7,46,59,11,0.11,2
Marcus Miller,calvin48@yahoo.com,+1-228-724-7800x117,"PSC 9765, Box 8255, APO AE 86354","Teacher, special educational needs",22-07-1967,57,Male,Single,2,3,Primary,3504,1,1,64,92,29,-0.16,-0.72,-0.32,4,0.39,0.06,0.41,7,3,0,0,1,6,3,17.72,1.16,0.79,0.23,1,48,6,0,0.11,18,18,281,0,43,15,57,0.22,1
Carrie Bird MD,benitezbethany@hotmail.com,868.643.1542,"390 Michael Manor, New Jenniferton, HI 93938","Clinical scientist, histocompatibility and immunogenetics",16-05-1966,58,Female,Married,0,1,Secondary,2768,1,1,1,18,43,1.62,-1.63,-0.91,4,0.35,1,0.33,8,5,1,0,7,3,2,19.57,0.17,0.75,0.06,5,5,13,0.08,0.31,48,45,309,449.6,5,0,9,0.05,2
Robert Hall,stantonclarence@hotmail.com,001-513-589-5599x6608,"PSC 6210, Box 9667, APO AE 14003",Dispensing optician,27-10-1980,44,Male,Single,0,1,Secondary,3474,1,0,35,28,48,-1.97,0.78,0.94,5,0.64,0.73,0.46,8,8,4,0,4,1,1,33.36,0.13,0.8,0.14,2,119,0,0.14,-0.06,29,30,67,177.5,67,22,21,0.08,0
Gregory Price,xbowen@yahoo.com,236.491.0752,"USS Vargas, FPO AP 33490",Probation officer,18-07-1971,53,Male,Married,4,6,Secondary,1921,1,1,14,21,15,1.53,-0.26,-1.1,8,0.13,0.85,0.89,5,7,1,0,5,0,3,34.4,0.05,1,0.1,1,153,13,0,0,45,29,244,93.2,45,60,5,0.16,4
Amanda Zimmerman,anawilliams@gmail.com,(222)552-0274x15320,"933 Katherine Junction Apt. 265, New Monicatown, SC 83166",Learning disability nurse,20-03-1985,39,Male,Married,3,5,Secondary,4806,0,0,28,87,42,0.69,0.18,0.1,2,0.12,0.79,0.98,3,5,2,0,2,3,3,33.89,0.73,0.54,0.22,3,65,6,0.38,-0.07,15,6,106,299.6,36,0,0,0.28,2
Gabrielle Bell MD,qwagner@yahoo.com,787.894.8158x32673,"40736 Shelly Unions, North Crystalside, IL 07258",Sports development officer,19-11-1993,31,Male,Married,2,3,Secondary,5556,0,1,8,57,33,-1.06,-0.24,1.06,3,0.89,0.34,0.92,5,3,4,0,3,6,3,40.18,1.02,0.89,0.17,2,0,9,0.03,-0.06,1,0,317,124.3,41,34,36,0.14,3
Gabrielle Thomas,andersonpeter@yahoo.com,8857964874,"0819 Nicole Forks Suite 782, West Davidland, RI 58276",Theatre director,04-06-1975,49,Male,Single,1,2,Tertiary,3036,1,0,8,26,33,0.04,-0.96,-0.25,5,0.38,0.69,0.55,4,4,0,2,4,1,5,50.34,0.38,0.68,0.25,3,12,5,0.43,0.01,48,31,95,164,36,114,17,0.04,3
Tracy Castillo,nashdana@hotmail.com,490.836.0069,"USS Davis, FPO AP 42491",Astronomer,19-09-2006,18,Male,Single,0,2,Secondary,1782,0,1,23,4,75,-0.35,-0.16,0.53,3,0.83,0.21,0.99,7,4,3,0,2,9,4,45.43,0.92,0.59,0.21,5,108,0,0.32,0.56,36,11,163,100.7,55,10,33,0.11,3
Rachel Palmer,rwilliams@gmail.com,+1-476-417-0636x910,"322 Cheryl Stravenue Suite 293, Frankville, WI 67459",Cartographer,21-06-1997,27,Female,Single,1,3,Secondary,2387,0,0,9,43,32,0.9,0.91,1.01,5,0.65,0.42,0.08,6,7,0,0,2,8,4,14.79,0.36,0.86,0.14,2,118,7,0,0.46,79,52,361,161.3,23,12,17,0.17,2
Karen Rodgers,frederickmichelle@gmail.com,001-687-865-6361x5871,"979 Johnson Orchard Apt. 647, Karenstad, NJ 43988",Media buyer,22-09-1990,34,Male,Married,0,2,Secondary,4697,1,1,25,28,30,-0.75,1.03,-0.47,3,0.72,0.07,0.3,5,5,1,0,5,5,4,63.73,0.66,0.72,0.18,2,159,5,0.55,0.29,45,32,185,168.7,53,1,0,0,0
Nicholas Ramirez,heather20@gmail.com,887-627-2838,"3433 Denise Islands Apt. 280, Byrdshire, IA 74268",Barrister,20-06-2006,18,Male,Married,1,2,Secondary,5218,1,1,13,40,16,-0.69,0.97,1.28,6,0.6,0.41,0.21,2,0,1,0,5,5,4,16.12,1.14,0.75,0.01,5,34,2,0,-0.15,65,16,208,220.3,21,30,0,0.17,3
Edwin Hines,rebeccaporter@yahoo.com,+1-946-854-7198x632,"510 Kevin Court, Garciamouth, MH 44963","Editor, commissioning",18-07-1980,44,Male,Married,4,6,Primary,2543,1,0,41,98,29,0.3,-1.1,1.02,3,0.43,0.46,0.66,3,1,1,2,1,2,1,80.51,0.65,0.88,0.1,2,58,8,0.29,0.92,62,75,315,100.8,122,49,62,0.03,0
Jason Simpson,rgibbs@hotmail.com,(684)513-4441x10141,"75259 Connie Corner, East Melanie, PR 46679",Soil scientist,30-03-1980,44,Male,Single,0,1,Primary,2120,0,0,39,63,34,1.59,0.15,0.35,5,0.88,0.2,0.04,5,1,2,1,6,0,2,27.88,0.13,0.91,0.2,3,40,0,0.24,-0.16,38,23,227,52.3,7,5,2,0.23,2
Adam Bryant,erika75@gmail.com,(609)879-2700x12930,"96210 Zachary Mountains Suite 246, South Todd, IA 18799","Producer, radio",21-05-1992,32,Male,Single,1,3,Tertiary,2932,1,1,44,84,20,0.57,-0.41,-0.22,6,0.23,0.2,0.48,6,3,0,0,0,3,2,40.23,1.11,0.65,0.29,4,51,8,0.37,0.26,55,0,151,293.7,38,0,4,0.22,1
Jorge Hogan,sierra67@gmail.com,001-206-346-3177x2415,"309 Smith Gateway, Jeffreychester, KS 28111","Doctor, hospital",16-11-1991,33,Male,Single,0,2,Tertiary,1542,1,0,37,24,26,0.62,0.73,0.28,4,0.24,0.22,0.22,7,3,1,3,3,6,3,49.53,0.68,1,0.2,5,112,9,0.44,-0.06,95,32,120,0,88,46,16,0.09,0
Eric Cox,miguelhudson@hotmail.com,001-772-482-7790x5348,"75850 Crawford Lane, Gregoryshire, IL 13668","Engineer, aeronautical",10-09-1998,26,Male,Married,0,2,Secondary,2009,0,0,18,100,21,0.19,0.18,1.53,3,0.74,0.56,0.67,5,6,1,1,3,9,0,17.44,0.61,0.68,0.22,2,43,5,0.04,0.34,57,21,327,0,16,78,0,0.06,1
Cameron Blackwell Jr.,robertmartinez@yahoo.com,604.243.6995x451,"49535 Rodriguez Lake Suite 924, Terrifort, NE 04113",Biomedical scientist,25-04-1989,35,Female,Married,2,3,Tertiary,2885,1,1,72,27,40,0.08,1.22,0.59,3,0.59,0.01,0.6,0,0,1,0,1,8,2,86.65,0.83,0.96,0.24,5,52,9,0.24,0.25,18,22,112,140,29,55,24,0.1,2
James Adkins,julie13@yahoo.com,330.267.5536x2677,"12617 Blair Court Suite 807, Lake Christopher, SD 33476","Education officer, museum",27-08-1995,29,Female,Single,2,4,Secondary,1527,0,0,75,32,58,2.31,-0.61,-0.29,7,0.75,0.56,0.04,7,1,1,0,3,6,0,31.93,0.77,0.84,0.04,3,100,6,0.44,0.84,90,15,2,0,127,29,0,0.27,2
Scott French,sandrablair@gmail.com,361.933.4394x766,"19367 Kaufman Forges, West Carmenmouth, MO 84763",Sales executive,04-01-1980,44,Female,Married,0,1,Secondary,1850,0,0,22,16,76,-1.19,-1.17,1.8,1,0.19,0.54,0.52,8,3,2,2,3,2,0,47.45,0.09,0.84,0.12,0,38,3,0,0.07,91,32,67,166.7,59,1,2,0.07,0
Joshua Cordova,carl57@hotmail.com,256-273-9041x6763,"25238 Rachel Junction Apt. 305, Staceystad, CA 10037",Oceanographer,08-05-1991,33,Male,Single,2,3,Primary,3540,1,0,5,69,21,0.64,-0.65,-1.25,6,0.28,0.21,0.37,3,6,0,1,2,0,1,20.64,0.35,0.54,0.25,5,184,3,0.08,-0.01,69,26,99,246.9,0,15,0,0.23,0
Robert Meyer,smithdiane@gmail.com,(333)995-3925,"83960 Vargas Lane Suite 830, Mendezview, IL 43866","Conservation officer, nature",22-05-1978,46,Male,Single,0,1,Secondary,4862,0,0,25,57,69,-0.22,1.13,1.1,2,0,0.07,0.76,5,5,0,2,2,2,0,46.98,0.85,0.87,0.19,5,237,8,0,0.56,42,44,321,103.2,0,39,61,0.17,4
Shane Acosta,mirandachambers@gmail.com,972.549.2602x03463,"091 Sarah Common, Contrerasmouth, PA 45499","Teacher, English as a foreign language",12-04-2006,18,Male,Single,2,4,Tertiary,2429,1,0,31,18,19,0.81,-0.73,-0.69,4,0.93,0.52,0.65,9,4,3,4,1,4,4,37.21,1.27,0.83,0.12,2,122,9,0.34,-0.03,48,39,129,136.7,6,57,0,0.17,4
Nicole Stephens,carmen80@yahoo.com,550-657-7239,"245 Jones Lock Apt. 289, Martintown, PA 84522","Engineer, civil (consulting)",18-01-2004,20,Female,Divorced,2,3,Primary,1692,1,0,9,35,10,1.1,-0.18,-0.86,4,0.88,0.66,0.1,11,5,1,0,2,2,3,59.89,0.81,0.7,0.18,5,155,0,0,0.23,30,0,356,0,40,15,0,0.27,4
Tiffany Allen,jamesanderson@yahoo.com,523-660-8159x9208,"440 Mackenzie Mews, East Chase, TX 48007",Mechanical engineer,16-04-1991,33,Male,Married,5,6,Secondary,2493,0,0,13,50,5,0.36,0.73,0.28,6,0.46,0.83,0.28,5,5,2,1,2,4,1,21.64,1.3,0.65,0.05,4,8,9,0,0.55,70,50,222,192.5,69,0,10,0.11,0
John Higgins,chase38@yahoo.com,(452)451-0108x369,"13182 Joshua Corners Apt. 659, South Joseph, MP 14683","Geologist, wellsite",26-09-1954,70,Female,Married,1,2,Secondary,4603,1,1,51,41,50,1.16,-0.79,-0.34,5,0.94,0.37,0.82,4,5,2,1,5,3,3,58.41,1.09,0.67,0.3,2,211,0,0.05,0.16,80,21,0,122.5,17,0,10,0.33,3
